2008;1;1;3.8
;;2;26.9
;;3;34.6
;;4;3.8
;;5;0.6
;;6;0.2
;;7;0.1
;;8;0
;;9;0.1
;;10;0
;;11;0
;;12;0
;;13;0
;;14;0
;;15;0
;;16;0
;;17;0
;;18;0
;;19;0.9
;;20;0
;;21;0
;;22;0
;;23;1.2
;;24;6.5
;;25;0.1
;;26;8.2
;;27;3.5
;;28;0.1
;;29;0
;;30;0
;;31;0.2
;2;1;0
;;2;0
;;3;0
;;4;0
;;5;0
;;6;0
;;7;0
;;8;0
;;9;0
;;10;0.2
;;11;0.3
;;12;0.4
;;13;0.1
;;14;4.2
;;15;0.2
;;16;0.1
;;17;0
;;18;0
;;19;0.1
;;20;0
;;21;0
;;22;0
;;23;0
;;24;0
;;25;0
;;26;0
;;27;0.1
;;28;0.1
;;29;0
;3;1;0
;;2;0
;;3;0
;;4;0
;;5;0.8
;;6;6.2
;;7;2.4
;;8;0
;;9;0
;;10;0
;;11;0
;;12;0
;;13;0
;;14;0
;;15;0
;;16;0
;;17;0
;;18;0
;;19;2.2
;;20;12.1
;;21;0.2
;;22;0
;;23;0.2
;;24;0.1
;;25;0
;;26;0
;;27;0
;;28;0
;;29;0
;;30;0
;;31;0
;4;1;0
;;2;0
;;3;0
;;4;0.4
;;5;4.2
;;6;0
;;7;0
;;8;1.5
;;9;2
;;10;0.2
;;11;0
;;12;0.2
;;13;0
;;14;0.6
;;15;0
;;16;3
;;17;4.1
;;18;0.2
;;19;2.2
;;20;2.1
;;21;0
;;22;0
;;23;0
;;24;0.1
;;25;0
;;26;0
;;27;0
;;28;0
;;29;1.1
;;30;2.4
;5;1;0.2
;;2;0
;;3;0.3
;;4;0
;;5;0
;;6;0
;;7;0
;;8;1.2
;;9;3.4
;;10;9.5
;;11;0.3
;;12;0
;;13;0
;;14;0
;;15;0
;;16;0
;;17;0
;;18;16.5
;;19;0
;;20;30.5
;;21;31.7
;;22;40.7
;;23;8.3
;;24;8.2
;;25;52.6
;;26;16.4
;;27;17.8
;;28;21.2
;;29;44.4
;;30;7
;;31;1.1
;6;1;2.7
;;2;1.2
;;3;21.2
;;4;2.1
;;5;5.4
;;6;8.2
;;7;7.4
;;8;6.4
;;9;12.2
;;10;4.2
;;11;0.4
;;12;10.5
;;13;14.2
;;14;0.3
;;15;1.1
;;16;0.6
;;17;0.2
;;18;0
;;19;0
;;20;0.5
;;21;5.5
;;22;0.3
;;23;0
;;24;0.6
;;25;0
;;26;0
;;27;8
;;28;0.3
;;29;0.1
;;30;1.1
;7;1;2.2
;;2;0.1
;;3;2.3
;;4;0.5
;;5;4.2
;;6;5.2
;;7;0.7
;;8;1.1
;;9;8
;;10;7.1
;;11;0.9
;;12;0.1
;;13;9.9
;;14;0.1
;;15;0.1
;;16;2.2
;;17;12.2
;;18;5.9
;;19;11.6
;;20;7
;;21;0.2
;;22;1.2
;;23;12.7
;;24;5.6
;;25;2.2
;;26;8.1
;;27;0.7
;;28;0.5
;;29;14.3
;;30;8.2
;;31;2.2
;8;1;1.1
;;2;0.2
;;3;1.5
;;4;6.7
;;5;7.2
;;6;12.6
;;7;4.2
;;8;11.6
;;9;17.2
;;10;0
;;11;3.7
;;12;43.6
;;13;0.1
;;14;0
;;15;4.8
;;16;14.4
;;17;28.1
;;18;19.2
;;19;10
;;20;0.2
;;21;2.8
;;22;3.5
;;23;1.7
;;24;19.8
;;25;16.9
;;26;1.1
;;27;12.1
;;28;21.6
;;29;18.5
;;30;21.2
;;31;8.2
;9;1;11.4
;;2;3.4
;;3;7.7
;;4;11.2
;;5;8.1
;;6;7.2
;;7;0
;;8;2.7
;;9;6.6
;;10;2
;;11;0.6
;;12;0
;;13;8.3
;;14;22.7
;;15;1.2
;;16;4.6
;;17;10.7
;;18;12.6
;;19;2.7
;;20;0.8
;;21;11.3
;;22;10.8
;;23;22.2
;;24;19.1
;;25;7.2
;;26;14.2
;;27;10.7
;;28;14.2
;;29;26.2
;;30;0.5
;10;1;22.6
;;2;60.1
;;3;11.2
;;4;10.2
;;5;12.4
;;6;6.7
;;7;32.6
;;8;40.2
;;9;0.2
;;10;7.1
;;11;10.2
;;12;75.2
;;13;2.1
;;14;12.7
;;15;27.3
;;16;26.6
;;17;10.2
;;18;5.1
;;19;0.2
;;20;1.5
;;21;36.5
;;22;0.8
;;23;0.9
;;24;0
;;25;0.2
;;26;3.8
;;27;2.1
;;28;0.1
;;29;8.2
;;30;22.1
;;31;0.6
;11;1;8.6
;;2;27.6
;;3;1.5
;;4;0.7
;;5;8.2
;;6;16.1
;;7;7.3
;;8;0.4
;;9;2.1
;;10;3.2
;;11;2.1
;;12;1.4
;;13;0.1
;;14;0.6
;;15;1.2
;;16;3.6
;;17;13.6
;;18;14.1
;;19;18.7
;;20;26.1
;;21;12.3
;;22;28.6
;;23;11.6
;;24;4.4
;;25;17.7
;;26;14.6
;;27;2.8
;;28;0.2
;;29;0.2
;;30;15.8
;12;1;0.1
;;2;22.2
;;3;9.1
;;4;3
;;5;0.3
;;6;0.2
;;7;1.6
;;8;0.7
;;9;0.2
;;10;0.7
;;11;0.1
;;12;9.8
;;13;11.2
;;14;6.8
;;15;0.2
;;16;7.8
;;17;10
;;18;4.8
;;19;3.5
;;20;0.1
;;21;0
;;22;0
;;23;3.3
;;24;2.6
;;25;8.1
;;26;4.1
;;27;0.1
;;28;0.6
;;29;0.1
;;30;1
;;31;0.2
2009;1;1;0
;;2;0
;;3;0
;;4;7.1
;;5;2.7
;;6;0.1
;;7;2.5
;;8;0.2
;;9;0.3
;;10;0
;;11;0.1
;;12;0.1
;;13;0
;;14;0
;;15;1.1
;;16;0.6
;;17;0
;;18;0.1
;;19;0
;;20;5.6
;;21;3.7
;;22;4.1
;;23;0.4
;;24;4.7
;;25;7.4
;;26;1.5
;;27;0.1
;;28;0.2
;;29;0.8
;;30;0
;;31;0.8
;2;1;0
;;2;0.4
;;3;6.2
;;4;13.4
;;5;1.2
;;6;3.9
;;7;10.8
;;8;10.6
;;9;0
;;10;0
;;11;0
;;12;0.3
;;13;0
;;14;0
;;15;0
;;16;1.3
;;17;0
;;18;1.2
;;19;0.2
;;20;9.9
;;21;2.2
;;22;1.7
;;23;1.6
;;24;0
;;25;3
;;26;0.1
;;27;0
;;28;0.2
;3;1;1.1
;;2;2.4
;;3;4
;;4;0.5
;;5;18.6
;;6;2
;;7;0
;;8;2.8
;;9;1.7
;;10;0
;;11;0
;;12;0
;;13;0
;;14;0
;;15;0
;;16;0
;;17;0
;;18;0
;;19;0
;;20;0
;;21;0.5
;;22;0
;;23;0
;;24;0
;;25;0
;;26;0
;;27;0
;;28;0
;;29;0
;;30;0
;;31;0.4
;4;1;0
;;2;0.4
;;3;0
;;4;0
;;5;0
;;6;0
;;7;0
;;8;0
;;9;0
;;10;0
;;11;0
;;12;0
;;13;0
;;14;0
;;15;0
;;16;0
;;17;0
;;18;0
;;19;0
;;20;0
;;21;1.1
;;22;2.9
;;23;0
;;24;0
;;25;0
;;26;2.2
;;27;0
;;28;0
;;29;0
;;30;0.5
;5;1;0
;;2;0.4
;;3;7.3
;;4;2.1
;;5;3.3
;;6;0
;;7;0
;;8;0
;;9;0.5
;;10;1.8
;;11;0.4
;;12;11.6
;;13;1.2
;;14;0.7
;;15;0
;;16;0.5
;;17;1.2
;;18;21.1
;;19;6.6
;;20;0.2
;;21;0.7
;;22;0
;;23;9.9
;;24;0
;;25;2.6
;;26;7.2
;;27;3.1
;;28;20.6
;;29;0
;;30;10.2
;;31;0.3
;6;1;0
;;2;0
;;3;0
;;4;2
;;5;50.5
;;6;6
;;7;5.6
;;8;0
;;9;0
;;10;1.2
;;11;10.9
;;12;0
;;13;22.5
;;14;4.8
;;15;0
;;16;0
;;17;0.3
;;18;22.7
;;19;3.8
;;20;15.7
;;21;24.5
;;22;20.4
;;23;2.2
;;24;20.3
;;25;20.5
;;26;0
;;27;20.7
;;28;8.8
;;29;12.3
;;30;0
;7;1;0
;;2;3.3
;;3;20.3
;;4;0.1
;;5;8.6
;;6;3
;;7;0
;;8;0
;;9;0
;;10;6
;;11;0
;;12;0
;;13;6.9
;;14;0
;;15;2
;;16;6
;;17;20.7
;;18;7.4
;;19;4.2
;;20;0
;;21;3.4
;;22;0
;;23;0
;;24;0
;;25;1
;;26;18.4
;;27;0
;;28;0
;;29;0
;;30;9.7
;;31;0.5
;8;1;3.1
;;2;1.7
;;3;4.2
;;4;11.7
;;5;0.3
;;6;3.1
;;7;0
;;8;5.9
;;9;4.6
;;10;0.9
;;11;0
;;12;0
;;13;12.9
;;14;1.9
;;15;13.6
;;16;5.7
;;17;0.6
;;18;0
;;19;14.4
;;20;4.3
;;21;0.7
;;22;0
;;23;0
;;24;0
;;25;0.1
;;26;0
;;27;0.2
;;28;1.6
;;29;0
;;30;4.2
;;31;1.4
;9;1;0
;;2;0.2
;;3;0.2
;;4;0.1
;;5;0.4
;;6;1.9
;;7;0
;;8;0.2
;;9;0
;;10;0.6
;;11;12.2
;;12;0.1
;;13;0
;;14;0
;;15;0
;;16;0
;;17;0
;;18;0
;;19;4.4
;;20;0
;;21;0
;;22;0
;;23;0
;;24;7.9
;;25;0.1
;;26;1.6
;;27;0.7
;;28;5.8
;;29;0
;;30;0
;10;1;0.2
;;2;1
;;3;0
;;4;1
;;5;63.4
;;6;0.5
;;7;4.8
;;8;4.9
;;9;1.1
;;10;3.8
;;11;11
;;12;0.2
;;13;0
;;14;4.5
;;15;0.1
;;16;0
;;17;0
;;18;0.8
;;19;0.6
;;20;29.2
;;21;2.2
;;22;0.1
;;23;63.6
;;24;21
;;25;0.3
;;26;0.2
;;27;1.8
;;28;0
;;29;20.2
;;30;12.8
;;31;0.1
;11;1;12.1
;;2;31.3
;;3;4
;;4;52.7
;;5;3.7
;;6;0
;;7;8.3
;;8;0
;;9;0.6
;;10;1.1
;;11;0
;;12;19.1
;;13;2.9
;;14;5.6
;;15;1.2
;;16;5
;;17;2.1
;;18;3.1
;;19;2.2
;;20;1.7
;;21;0.1
;;22;7.8
;;23;0.5
;;24;1.3
;;25;3
;;26;0.1
;;27;0.7
;;28;1.3
;;29;0
;;30;1.8
;12;1;0.1
;;2;0.5
;;3;4.6
;;4;2.9
;;5;1.1
;;6;0
;;7;0
;;8;0
;;9;0.1
;;10;2.3
;;11;0.3
;;12;3.7
;;13;8.4
;;14;1.5
;;15;0.2
;;16;0.3
;;17;0
;;18;0
;;19;0.5
;;20;0.1
;;21;5.8
;;22;0.2
;;23;0.4
;;24;6.2
;;25;0.3
;;26;0.1
;;27;0.2
;;28;9.1
;;29;1.1
;;30;0.2
;;31;0.4
2010;1;1;0
;;2;2.1
;;3;7.1
;;4;2.8
;;5;1.1
;;6;0.8
;;7;2.3
;;8;8.2
;;9;0.6
;;10;11.2
;;11;4.1
;;12;3.2
;;13;3.2
;;14;2.2
;;15;0
;;16;0.1
;;17;0
;;18;0
;;19;0
;;20;0
;;21;0
;;22;0
;;23;0
;;24;0
;;25;0.3
;;26;0
;;27;0
;;28;1.3
;;29;0
;;30;0
;;31;0
;2;1;0
;;2;0
;;3;0
;;4;0
;;5;0
;;6;0
;;7;0.2
;;8;1.1
;;9;0
;;10;0
;;11;0
;;12;0
;;13;0.3
;;14;0
;;15;0
;;16;1.1
;;17;3.1
;;18;17.8
;;19;0
;;20;0
;;21;0
;;22;0
;;23;0
;;24;3.2
;;25;16.6
;;26;0.2
;;27;0
;;28;2.1
;3;1;0
;;2;0
;;3;6.8
;;4;2
;;5;0.2
;;6;1.1
;;7;0
;;8;0
;;9;0
;;10;0
;;11;0
;;12;0
;;13;0
;;14;0
;;15;0
;;16;0
;;17;0
;;18;1.1
;;19;2.8
;;20;0
;;21;2.2
;;22;2.7
;;23;1.6
;;24;0
;;25;0
;;26;0
;;27;0
;;28;0
;;29;0
;;30;0
;;31;5.2
;4;1;2.1
;;2;1.2
;;3;0
;;4;0
;;5;0
;;6;0
;;7;0
;;8;1.1
;;9;0
;;10;1.2
;;11;2.1
;;12;0
;;13;0
;;14;0
;;15;0.7
;;16;0.2
;;17;3.2
;;18;0
;;19;0
;;20;0
;;21;0
;;22;0
;;23;1.1
;;24;0
;;25;0.3
;;26;5.7
;;27;6.1
;;28;23.6
;;29;14
;;30;18.7
;5;1;28.1
;;2;5.5
;;3;1
;;4;0
;;5;0
;;6;0
;;7;0
;;8;0
;;9;1
;;10;1.1
;;11;1.9
;;12;0
;;13;0.4
;;14;3.7
;;15;0.1
;;16;0.9
;;17;6.2
;;18;0.1
;;19;0.1
;;20;8.2
;;21;0.3
;;22;3.1
;;23;29.2
;;24;8.2
;;25;14.9
;;26;2.1
;;27;6.9
;;28;0
;;29;0
;;30;17.7
;;31;0
;6;1;1.9
;;2;0
;;3;7.7
;;4;0
;;5;3.1
;;6;2.9
;;7;0.1
;;8;4.5
;;9;16.5
;;10;0.6
;;11;0.5
;;12;1
;;13;16.3
;;14;24.3
;;15;24.1
;;16;13.4
;;17;0.8
;;18;8.7
;;19;18.5
;;20;50.2
;;21;3.7
;;22;0.1
;;23;17.2
;;24;0.1
;;25;39.2
;;26;0.1
;;27;1.3
;;28;9.2
;;29;3.7
;;30;0
;7;1;0
;;2;10.2
;;3;26.7
;;4;1.2
;;5;0.1
;;6;5.5
;;7;3.4
;;8;0.8
;;9;0
;;10;0.4
;;11;7.4
;;12;6.3
;;13;3
;;14;4.2
;;15;6.4
;;16;10.6
;;17;0
;;18;7.1
;;19;3.5
;;20;54.3
;;21;4.2
;;22;0.1
;;23;0
;;24;0
;;25;0
;;26;0
;;27;4.7
;;28;0
;;29;0.2
;;30;0
;;31;0.5
;8;1;4.7
;;2;0
;;3;0
;;4;0
;;5;17
;;6;22.1
;;7;7.5
;;8;8.8
;;9;2.8
;;10;0.4
;;11;11.4
;;12;0.4
;;13;0.3
;;14;5.7
;;15;2
;;16;0.6
;;17;26.1
;;18;14.5
;;19;29.1
;;20;20.6
;;21;53.8
;;22;9.5
;;23;5.8
;;24;4.4
;;25;2.2
;;26;18.7
;;27;37.2
;;28;44.7
;;29;3.2
;;30;0
;;31;14.9
;9;1;28.9
;;2;16.6
;;3;4
;;4;8.7
;;5;22.1
;;6;3
;;7;12.1
;;8;0
;;9;2.8
;;10;5.6
;;11;14.7
;;12;19.9
;;13;26.8
;;14;5.1
;;15;27.9
;;16;0.2
;;17;0
;;18;31.2
;;19;21
;;20;18.8
;;21;44.2
;;22;21.9
;;23;5.2
;;24;8.8
;;25;1.8
;;26;6.5
;;27;33.8
;;28;19.7
;;29;4.9
;;30;9.1
;10;1;13.9
;;2;38.4
;;3;1.8
;;4;0
;;5;0.3
;;6;18.1
;;7;1.4
;;8;3.1
;;9;1.4
;;10;0.1
;;11;0
;;12;7
;;13;0.5
;;14;3
;;15;20.9
;;16;0.6
;;17;1.2
;;18;0
;;19;50.9
;;20;0.3
;;21;10.6
;;22;3.9
;;23;5.4
;;24;0.9
;;25;0
;;26;0.4
;;27;0
;;28;0
;;29;7.9
;;30;0.9
;;31;3.9
;11;1;9.9
;;2;39.5
;;3;97.6
;;4;17.1
;;5;18.9
;;6;8.8
;;7;5.2
;;8;0.3
;;9;0
;;10;0.3
;;11;0
;;12;2.7
;;13;1.9
;;14;0
;;15;0
;;16;0.8
;;17;0
;;18;0
;;19;1.4
;;20;3.2
;;21;17.3
;;22;11.2
;;23;11
;;24;0.2
;;25;0
;;26;0.6
;;27;3.9
;;28;0.2
;;29;13.2
;;30;28.2
;12;1;48.4
;;2;2.4
;;3;0
;;4;0
;;5;0.4
;;6;5.4
;;7;2.5
;;8;0.3
;;9;7.3
;;10;3.4
;;11;2.9
;;12;0.7
;;13;11.9
;;14;0.9
;;15;0
;;16;0
;;17;0
;;18;0
;;19;0.1
;;20;0
;;21;0
;;22;0.5
;;23;0.9
;;24;10.2
;;25;5.6
;;26;2.7
;;27;18.1
;;28;12.8
;;29;6.3
;;30;2.7
;;31;0
2011;1;1;12.6
;;2;11.4
;;3;0.8
;;4;0
;;5;0.3
;;6;0
;;7;0.8
;;8;0
;;9;0
;;10;1.4
;;11;14.4
;;12;4.6
;;13;3
;;14;10.2
;;15;1.6
;;16;0.1
;;17;0
;;18;0
;;19;0
;;20;0
;;21;0
;;22;0
;;23;0
;;24;0
;;25;0
;;26;0
;;27;0
;;28;3.3
;;29;1.1
;;30;0
;;31;0.5
;2;1;0
;;2;0
;;3;0.4
;;4;0.8
;;5;0
;;6;0
;;7;0
;;8;0
;;9;0
;;10;0
;;11;0
;;12;5.1
;;13;0.3
;;14;3.5
;;15;0.5
;;16;0
;;17;0.1
;;18;0
;;19;0
;;20;0
;;21;0
;;22;0
;;23;0
;;24;0
;;25;0
;;26;0
;;27;7.8
;;28;13.7
;3;1;0.5
;;2;0.2
;;3;0
;;4;0
;;5;0
;;6;0
;;7;0
;;8;0
;;9;0
;;10;0
;;11;0
;;12;0
;;13;0
;;14;0
;;15;0
;;16;0
;;17;6.1
;;18;0.2
;;19;0
;;20;0
;;21;0.3
;;22;0
;;23;0
;;24;0
;;25;0
;;26;0
;;27;0
;;28;0
;;29;0
;;30;0
;;31;0
;4;1;0
;;2;0
;;3;0
;;4;0
;;5;0.2
;;6;0
;;7;0
;;8;1.2
;;9;0
;;10;0
;;11;0
;;12;0
;;13;0
;;14;0
;;15;0
;;16;0
;;17;0
;;18;0
;;19;0
;;20;0
;;21;0
;;22;0
;;23;0
;;24;0
;;25;0
;;26;0
;;27;2.9
;;28;0
;;29;0
;;30;0
;5;1;0
;;2;0
;;3;2.3
;;4;2.6
;;5;2.9
;;6;3.7
;;7;0
;;8;22.3
;;9;0.9
;;10;0
;;11;0
;;12;11.2
;;13;0
;;14;2.2
;;15;0
;;16;0
;;17;0
;;18;0
;;19;0
;;20;0
;;21;8.3
;;22;25.1
;;23;8.2
;;24;0
;;25;0
;;26;5.6
;;27;0
;;28;4.9
;;29;0
;;30;6.2
;;31;2.2
;6;1;1.6
;;2;3.8
;;3;6.5
;;4;0
;;5;6.2
;;6;27.6
;;7;0
;;8;46.4
;;9;0
;;10;0
;;11;0
;;12;0
;;13;0
;;14;4.5
;;15;24.2
;;16;1.4
;;17;5.6
;;18;0
;;19;0
;;20;0
;;21;1.1
;;22;0
;;23;0
;;24;56.8
;;25;2.6
;;26;0
;;27;0
;;28;0
;;29;2.6
;;30;30.8
;7;1;22.2
;;2;0
;;3;34
;;4;1.4
;;5;0
;;6;0
;;7;0
;;8;0
;;9;0
;;10;0
;;11;22.1
;;12;17.1
;;13;5.9
;;14;15.6
;;15;59
;;16;4.9
;;17;38.7
;;18;0
;;19;0
;;20;2.3
;;21;6.9
;;22;1.8
;;23;0
;;24;0
;;25;0
;;26;0
;;27;0
;;28;0.7
;;29;1.4
;;30;25.2
;;31;33.8
;8;1;0
;;2;0
;;3;0
;;4;0
;;5;0
;;6;0
;;7;0
;;8;0
;;9;0
;;10;0
;;11;0
;;12;1.5
;;13;6.4
;;14;5
;;15;10.4
;;16;1.5
;;17;0
;;18;2.6
;;19;0
;;20;0
;;21;0
;;22;0
;;23;0
;;24;30
;;25;51.8
;;26;8.4
;;27;0
;;28;40.6
;;29;2.5
;;30;0
;;31;0
;9;1;0
;;2;25.8
;;3;16.4
;;4;1.4
;;5;0
;;6;0
;;7;0
;;8;0
;;9;0
;;10;0
;;11;0
;;12;26.2
;;13;0
;;14;0
;;15;0
;;16;0
;;17;3.7
;;18;6.5
;;19;3.4
;;20;15.5
;;21;0
;;22;0
;;23;0
;;24;0
;;25;6.3
;;26;5.3
;;27;0
;;28;0
;;29;3.7
;;30;0
;10;1;15.4
;;2;23.9
;;3;0
;;4;0
;;5;9
;;6;0
;;7;0
;;8;17.1
;;9;32
;;10;13.3
;;11;34.4
;;12;58.5
;;13;4.8
;;14;36
;;15;17
;;16;34.6
;;17;24.8
;;18;8.8
;;19;1.9
;;20;14.1
;;21;34.1
;;22;10.4
;;23;11.3
;;24;1.1
;;25;0
;;26;7.6
;;27;23.4
;;28;10.6
;;29;0
;;30;10
;;31;22.3
;11;1;0
;;2;0
;;3;0
;;4;13.8
;;5;0
;;6;0
;;7;0
;;8;0.6
;;9;20.5
;;10;4.6
;;11;2.7
;;12;1.2
;;13;0
;;14;0
;;15;27
;;16;3.1
;;17;0
;;18;0
;;19;0
;;20;0
;;21;4.9
;;22;0
;;23;6.9
;;24;9.8
;;25;42.9
;;26;4.9
;;27;5.9
;;28;2.4
;;29;1.2
;;30;3.8
;12;1;5.7
;;2;3.6
;;3;0
;;4;0
;;5;0
;;6;0
;;7;4.3
;;8;0
;;9;0
;;10;6.2
;;11;25
;;12;27.7
;;13;15.2
;;14;2.3
;;15;3.9
;;16;0
;;17;5.1
;;18;0
;;19;0
;;20;0
;;21;0
;;22;4.1
;;23;21.5
;;24;1.6
;;25;0.3
;;26;0.2
;;27;0
;;28;0
;;29;3.8
;;30;0.2
;;31;0.1
2012;1;1;0.7
;;2;0.4
;;3;1
;;4;7.3
;;5;1.9
;;6;3.3
;;7;0
;;8;0
;;9;0
;;10;0
;;11;0
;;12;0
;;13;0
;;14;1.2
;;15;2.6
;;16;0
;;17;0
;;18;0
;;19;9.3
;;20;0
;;21;0
;;22;0
;;23;0
;;24;0
;;25;0
;;26;0
;;27;0
;;28;0
;;29;3.9
;;30;0
;;31;0
;2;1;0
;;2;0
;;3;0
;;4;3.1
;;5;0
;;6;0
;;7;3.9
;;8;17.4
;;9;0
;;10;0
;;11;0
;;12;0
;;13;0
;;14;0
;;15;0
;;16;0
;;17;0
;;18;0
;;19;0
;;20;1
;;21;0
;;22;0
;;23;0
;;24;0
;;25;0
;;26;0
;;27;0
;;28;7.5
;;29;0
;3;1;0
;;2;0
;;3;0
;;4;9.3
;;5;16.1
;;6;10.8
;;7;6.7
;;8;0
;;9;0
;;10;0
;;11;0
;;12;0
;;13;1.5
;;14;1.2
;;15;1.5
;;16;0.3
;;17;0
;;18;0
;;19;0
;;20;0
;;21;0
;;22;0
;;23;0
;;24;0
;;25;0
;;26;0
;;27;0.8
;;28;0
;;29;0
;;30;0
;;31;0
;4;1;0
;;2;0
;;3;0
;;4;0
;;5;0
;;6;0
;;7;0
;;8;0
;;9;0
;;10;0
;;11;0
;;12;0
;;13;0
;;14;0
;;15;0
;;16;0
;;17;21.4
;;18;5.8
;;19;5.7
;;20;3.9
;;21;9.7
;;22;0
;;23;0.9
;;24;0
;;25;0
;;26;0
;;27;0
;;28;0
;;29;0
;;30;0
;5;1;0
;;2;0
;;3;0
;;4;15.5
;;5;0
;;6;0
;;7;0
;;8;0
;;9;0
;;10;0
;;11;0
;;12;0
;;13;0
;;14;30
;;15;37.1
;;16;0
;;17;0
;;18;0
;;19;0
;;20;17.7
;;21;12.9
;;22;17.5
;;23;4.6
;;24;0
;;25;0
;;26;0
;;27;0
;;28;4.8
;;29;29.8
;;30;0
;;31;1.9
;6;1;8.8
;;2;0
;;3;0
;;4;0
;;5;0
;;6;9.9
;;7;0
;;8;0
;;9;0
;;10;6
;;11;36.1
;;12;7.1
;;13;13.4
;;14;0
;;15;0
;;16;0
;;17;0
;;18;0
;;19;0
;;20;0
;;21;0
;;22;11.4
;;23;0
;;24;0
;;25;0
;;26;5.6
;;27;0
;;28;0
;;29;3.9
;;30;4
;7;1;0
;;2;0
;;3;0
;;4;4.8
;;5;2.8
;;6;0.8
;;7;0
;;8;2
;;9;0
;;10;0
;;11;0
;;12;0
;;13;0
;;14;0
;;15;0
;;16;0
;;17;0
;;18;0
;;19;5.2
;;20;0
;;21;0
;;22;0
;;23;8.5
;;24;13.6
;;25;0
;;26;6.9
;;27;44
;;28;31.2
;;29;51.5
;;30;0
;;31;0
;8;1;0
;;2;0
;;3;0
;;4;0
;;5;0
;;6;7.7
;;7;0
;;8;0
;;9;6.1
;;10;15.3
;;11;0
;;12;0
;;13;0
;;14;4.5
;;15;7.6
;;16;0
;;17;0
;;18;0
;;19;0
;;20;0
;;21;0
;;22;0
;;23;13.3
;;24;0
;;25;4.2
;;26;8.4
;;27;0
;;28;0
;;29;1.8
;;30;0
;;31;2.6
;9;1;2.1
;;2;2
;;3;0
;;4;0
;;5;1.3
;;6;0
;;7;0
;;8;0
;;9;4.9
;;10;9
;;11;6.4
;;12;0
;;13;0
;;14;1.2
;;15;0
;;16;0
;;17;0
;;18;0
;;19;0
;;20;0
;;21;0
;;22;0
;;23;0
;;24;1.4
;;25;0
;;26;0
;;27;32
;;28;21.8
;;29;21
;;30;20.3
;12;1;0
;;2;0
;;3;0
;;4;2.1
;;5;1.3
;;6;0
;;7;0
;;8;0
;;9;0
;;10;0
;;11;0
;;12;0
;;13;0
;;14;0
;;15;0
;;16;0
;;17;0
;;18;0
;;19;0
;;20;0
;;21;0
;;22;0
;;23;0
;;24;20.3
;;25;2
;;26;0
;;27;13.8
;;28;10.8
;;29;29.3
;;30;2.2
;;31;0
2013;1;1;0.1
;;2;0
;;3;0
;;4;0
;;5;0
;;6;0
;;7;0
;;8;0
;;9;0
;;10;0
;;11;0
;;12;0
;;13;0
;;14;0
;;15;0
;;16;0
;;17;0
;;18;0
;;19;0
;;20;0
;;21;0
;;22;0
;;23;0
;;24;0
;;25;0
;;26;0
;;27;0
;;28;0
;;29;0
;;30;0
;;31;0
;2;1;0
;;2;0
;;3;0
;;4;0
;;5;0
;;6;0
;;7;0
;;8;0
;;9;0
;;10;0
;;11;0
;;12;0
;;13;0
;;14;0
;;15;0
;;16;0
;;17;4.1
;;18;0.6
;;19;0
;;20;0
